Afiliación,Nombre de Afiliación,Moneda,Tipo de Transacción,Número de Control,Número de Tarjeta,Tipo de Tarjeta,Monto de Transacción Signo,Monto de Disposición,Fecha Transacción,Diferimiento Inicial,Tipo de Plan,Número de Pagos,Código Autorización,Referencia,Referencia Interbancaria,Referencia Cliente 1,Referencia Cliente 2,Referencia Cliente 3,Terminal ID,Fecha Liberación,Fecha Aplicación,Fecha de Controversia,Fecha Retención,Giro Comisión,Importe Depósito,Total de IVA,Total de Comisiones,IVA de Pagos Diferidos,IVA de Disposición Pagado,IVA de Disposición Cobrado,Comisión de Disposición Pagado,Comisión de Disposición Cobrado,Comisión Pagos Diferidos,Validación 3D Secure,Conversión Global Banorte,Fuente de Transacción,Lote de Transacción, Hora de Transacción
09231577,GASOL VILLA,MXP,1,232139020006385389193800060000,****************,Crédito,600.0,0.0,28/12/2025,0,0,0,509705,731593429052,75445505362000992315775,,,,23213902,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.15,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,05:03:49
09231577,GASOL VILLA,MXP,1,232139020002953446701300060004,****************,Débito,600.04,0.0,12/12/2025,0,0,0,057435,731559012524,74518995346000492315779,,,,23213902,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.77,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,1,N,PRO1,,00:23:10
09662848,FORMULA GAS,MXP,1,458177080002850290503400056227,****************,Crédito,562.27,0.0,19/12/2025,0,0,0,009530,731575497937,74518995353003396628487,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.08,-6.75,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,10:38:45
09662848,FORMULA GAS,MXP,1,458177080005173026685300050000,****************,Crédito,500.0,0.0,12/12/2025,0,0,0,559774,731559734063,74518995346005096628485,,,,45817708,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.96,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,12:14:06
07539310,TOTAL GAS,MXP,1,535529170001530501068200020000,****************,Débito,200.0,0.0,14/12/2025,0,0,0,328815,821453237493,74590385348014052075940,,,,53552917,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.32,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,23:22:56
09662848,FORMULA GAS,MXP,1,458177100001554994402300010000,****************,Crédito,100.0,0.0,18/12/2025,0,0,0,022502,821457658678,74518995352010396628483,,,,45817710,01/01/0001,19/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.19,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,15:45:12
09231577,GASOL VILLA,MXP,1,232139020008927720409000999000,****************,Débito,9990.0,0.0,02/12/2025,0,0,0,062045,731537992603,75445505336004592315774,,,,23213902,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-12.79,-79.92,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,19:06:20
09662848,FORMULA GAS,MXP,1,458177080008828490875800023790,****************,Débito,237.9,0.0,07/12/2025,0,0,0,632453,731547952510,74518995341000196628480,,,,45817708,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,00:43:41
09662848,FORMULA GAS,MXP,1,458177100005415166968200010000,****************,Débito,100.0,0.0,24/12/2025,0,0,0,901439,731587650352,74518995358010796628483,,,,45817710,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,15:04:18
09662848,FORMULA GAS,MXP,1,458177080006271962319200035685,****************,Débito,356.85,0.0,31/12/2025,0,0,0,001509,731600955811,74518995365016796628481,,,,45817708,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.63,-3.93,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,22:08:19
09231577,GASOL VILLA,MXP,1,232139020004319522699100010000,****************,Crédito,100.0,0.0,13/12/2025,0,0,0,273008,731561873518,74518995347003692315770,,,,23213902,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.19,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:48:31
07404295,TOTALGAS,MXP,1,911023850005409860091800037980,****************,Débito,379.8,0.0,02/12/2025,0,0,0,981789,731536504185,75445505336000574042956,,,,91102385,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.67,-4.18,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,09:05:01
07981261,TOTAL GAS,MXP,1,529686850007295059986400009700,****************,Débito,97.0,0.0,21/12/2025,0,0,0,003031,731580086913,75445505355000179812619,,,,52968685,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.16,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,10:20:30
09662848,FORMULA GAS,MXP,1,458177080009513858508400020000,****************,Débito,200.0,0.0,25/12/2025,0,0,0,088401,821464884129,74518995359002596628481,,,,45817708,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,10:26:54
09662848,FORMULA GAS,MXP,1,458177100006921059052000060000,****************,Débito,600.0,0.0,11/12/2025,0,0,0,828215,821449835159,74518995345017996628482,,,,45817710,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.06,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,20:51:24
09662848,FORMULA GAS,MXP,1,458177100001289013974000065000,****************,Débito,650.0,0.0,18/12/2025,0,0,0,709325,731573101996,74518995352006096628484,,,,45817710,01/01/0001,19/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.14,-7.15,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:46:04
09662848,FORMULA GAS,MXP,1,458177090004681633988200050000,****************,Débito,500.0,0.0,01/12/2025,0,0,0,000185,731535940608,74518995335015896628489,,,,45817709,01/01/0001,02/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:18:33
09662848,FORMULA GAS,MXP,1,458177080004464891541800043517,****************,Crédito,435.17,0.0,03/12/2025,0,0,0,477225,821440221226,75445505337010796628481,,,,45817708,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.22,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,15:16:58
07404318,TOTALGAS I,MXP,1,533977910003443474017100018990,****************,Débito,189.9,0.0,21/12/2025,0,0,0,606965,821461199453,74518995355000374043182,,,,53397791,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.33,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:12:50
07374424,TOTALGAS,MXP,1,524765230007089643327000020000,****************,Débito,200.0,0.0,14/12/2025,0,0,0,274981,821453232461,74518995349000173744245,,,,52476523,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,23:13:25
07404315,TOTALGAS,MXP,1,534085660005096246525400720000,****************,Débito,7200.0,0.0,07/12/2025,0,0,0,518225,731548377563,75445505341000374043157,,,,53408566,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-5.76,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,11:23:19
09662848,FORMULA GAS,MXP,1,458177100009382118662500050000,****************,Débito,500.0,0.0,15/12/2025,0,0,0,542878,821454230716,74518995349013196628485,,,,45817710,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,19:22:20
09662848,FORMULA GAS,MXP,1,458177090007265218239300030000,****************,Débito,300.0,0.0,06/12/2025,0,0,0,000913,731545822349,74518995340003896628488,,,,45817709,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,08:53:25
09231577,GASOL VILLA,MXP,1,232139020009381919209700050000,****************,Débito,500.0,0.0,03/12/2025,0,0,0,032548,731539588449,75445505337003892315772,,,,23213902,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.64,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,15:03:25
09662848,FORMULA GAS,MXP,1,458177080002545105648700050000,****************,Débito,500.0,0.0,28/12/2025,0,0,0,486427,821467416465,74518995362006796628485,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,14:16:51
09662848,FORMULA GAS,MXP,1,458177080004199370144000050000,****************,Débito,500.0,0.0,11/12/2025,0,0,0,000053,731558308422,74518995345014196628487,,,,45817708,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:53:04
09662848,FORMULA GAS,MXP,1,458177080004660592964900030000,****************,Débito,300.0,0.0,11/12/2025,0,0,0,550701,731558955943,74518995346000296628484,,,,45817708,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,23:10:12
09662848,FORMULA GAS,MXP,1,458177090005840702245300106915,****************,Crédito,1069.15,0.0,20/12/2025,0,0,0,527848,731579088842,75445505354015896628487,,,,45817709,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-2.05,-12.83,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,17:31:51
09662848,FORMULA GAS,MXP,1,458177080006071622448800047580,****************,Débito,475.8,0.0,31/12/2025,0,0,0,000659,731600814051,74518995365014596628488,,,,45817708,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,19:49:19
07404328,TOTALGAS,MXP,1,534116340005564693365600028500,****************,Débito,285.0,0.0,05/12/2025,0,0,0,038935,731543201384,75445505339000974043288,,,,53411634,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.5,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:19:36
09636630,TOTALGAS,MXP,1,513696190006215521893800030000,****************,Débito,300.0,0.0,31/12/2025,0,0,0,000111,731600946758,74518995365001196366304,,,,51369619,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,21:54:14
09231577,GASOL VILLA,MXP,1,232139020004770366017700180000,****************,Débito,1800.0,0.0,24/12/2025,0,0,0,650220,731587325193,74518995358001792315779,,,,23213902,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-8.93,-55.8,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,13:20:59
09662848,FORMULA GAS,MXP,1,458177080008712461793800030000,****************,Crédito,300.0,0.0,06/12/2025,0,0,0,474355,731547918690,75445505341001096628481,,,,45817708,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.58,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,23:47:42
09662848,FORMULA GAS,MXP,1,458177090005446840773300084274,****************,Débito,842.74,0.0,20/12/2025,0,0,0,838595,821459599654,74518995354002196628480,,,,45817709,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.48,-9.27,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,09:23:50
09662848,FORMULA GAS,MXP,1,458177100001295262022100068400,****************,Débito,684.0,0.0,04/12/2025,0,0,0,325917,731542902921,74518995338019296628484,,,,45817710,01/01/0001,05/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.2,-7.52,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,21:45:51
09231577,GASOL VILLA,MXP,1,232139020001626990125700120000,****************,Débito,1200.0,0.0,09/12/2025,0,0,0,093445,731552504164,75445505343000792315771,,,,23213902,01/01/0001,10/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.54,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,09:59:33
09231577,GASOL VILLA,MXP,1,232139020004700189803200493800,****************,Débito,4938.0,0.0,24/12/2025,0,0,0,507638,731586862019,74518995358001192315775,,,,23213902,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-6.32,-39.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:37:28
07404308,TOTALGAS I,MXP,1,911043500000973636344200050000,****************,Débito,500.0,0.0,07/12/2025,0,0,0,022629,731549287210,74518995341000374043080,,,,91104350,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,1,N,PRO1,,17:32:31
07404315,TOTALGAS,MXP,1,534085660004511536232200050000,****************,Débito,500.0,0.0,05/12/2025,0,0,0,000864,731543226526,74518995339001574043155,,,,53408566,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.4,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:57:20
09662848,FORMULA GAS,MXP,1,458177090004474612305800023790,****************,Débito,237.9,0.0,01/12/2025,0,0,0,687145,731535173973,74518995335010096628488,,,,45817709,01/01/0001,02/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,15:34:08
09662848,FORMULA GAS,MXP,1,458177080006865364881100079049,****************,Crédito,790.49,0.0,22/12/2025,0,0,0,461738,731583916357,75445505356019196628484,,,,45817708,01/01/0001,23/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.52,-9.49,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,21:54:22
09662848,FORMULA GAS,MXP,1,458177100009066732096200070000,****************,Crédito,700.0,0.0,30/12/2025,0,0,0,665942,731598463974,75445505364013996628489,,,,45817710,01/01/0001,31/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.34,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,18:25:36
09231577,GASOL VILLA,MXP,1,232139020005431688905700010000,****************,Débito,100.0,0.0,26/12/2025,0,0,0,000068,731590206816,74518995360001492315778,,,,23213902,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.13,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,13:23:38
09662848,FORMULA GAS,MXP,1,458177090006670854651600051580,****************,Débito,515.8,0.0,22/12/2025,0,0,0,242850,731582135489,75445505356007896628482,,,,45817709,01/01/0001,23/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.91,-5.67,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,10:52:38
09662848,FORMULA GAS,MXP,1,458177080005333534605600023790,****************,Débito,237.9,0.0,04/12/2025,0,0,0,000856,731541306102,74518995338007396628488,,,,45817708,01/01/0001,05/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,11:19:51
09662848,FORMULA GAS,MXP,1,458177090008257479134300050000,****************,Débito,500.0,0.0,07/12/2025,0,0,0,000172,731549387705,74518995341015596628484,,,,45817709,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:14:14
07404308,TOTALGAS I,MXP,1,911043500002759790782100010000,****************,Débito,100.0,0.0,21/12/2025,0,0,0,099509,731581119549,74518995355001174043083,,,,91104350,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:35:45
09662848,FORMULA GAS,MXP,1,458177100002020972934600109448,****************,Crédito,1094.48,0.0,05/12/2025,0,0,0,036884,731544617045,75445505339015896628487,,,,45817710,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-2.1,-13.13,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,16:51:22
09231577,GASOL VILLA,MXP,1,232139020002903900906300030000,****************,Débito,300.0,0.0,11/12/2025,0,0,0,002353,731558883170,74518995345003792315771,,,,23213902,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.38,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,22:12:15
07404315,TOTALGAS,MXP,1,534085660009036350886100058764,****************,Crédito,587.64,0.0,23/12/2025,0,0,0,331127,731584263229,75445505357001374043156,,,,53408566,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.03,-6.46,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,08:47:44
07404295,TOTALGAS,MXP,1,911023850008454064926500020000,****************,Débito,200.0,0.0,31/12/2025,0,0,0,065538,731599964066,74518995365001474042957,,,,91102385,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,1,N,PRO1,,14:14:42
09662848,FORMULA GAS,MXP,1,458177080009477020981900095479,****************,Crédito,954.79,0.0,16/12/2025,0,0,0,114657,731569216170,74518995350011696628480,,,,45817708,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.83,-11.46,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,15:38:17
09636630,TOTALGAS,MXP,1,513696190005868685551400010000,****************,Débito,100.0,0.0,29/12/2025,0,0,0,340980,821468578775,74518995363000796366302,,,,51369619,01/01/0001,30/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:45:09
09662848,FORMULA GAS,MXP,1,458177100000354615012000030000,****************,Crédito,300.0,0.0,16/12/2025,0,0,0,966299,731569946934,75445505350020796628482,,,,45817710,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.58,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,20:03:51
09662848,FORMULA GAS,MXP,1,458177100000235564595900022919,****************,Débito,229.19,0.0,16/12/2025,0,0,0,049939,731569759927,74518995350016796628488,,,,45817710,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.4,-2.52,0.0,0.0,0.0,0.0,0.0,0.0,1,N,PRO1,,18:47:20
09662848,FORMULA GAS,MXP,1,458177080004224227919800194911,****************,Débito,1949.11,0.0,03/12/2025,0,0,0,780224,731538721366,75445505337004496628487,,,,45817708,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-3.43,-21.44,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,08:54:05
09636630,TOTALGAS,MXP,1,513696190003258165291200010000,****************,Débito,100.0,0.0,08/12/2025,0,0,0,739546,731551628190,74518995342000396366302,,,,51369619,01/01/0001,09/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:51:33
09662848,FORMULA GAS,MXP,1,458177090005204249809400047580,****************,Débito,475.8,0.0,02/12/2025,0,0,0,086169,731537581668,75445505336012396628482,,,,45817709,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,16:32:47
09662848,FORMULA GAS,MXP,1,458177080003000104686300043621,****************,Crédito,436.21,0.0,19/12/2025,0,0,0,079328,731575952426,75445505353008796628484,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,13:29:30
09662848,FORMULA GAS,MXP,1,458177090000225487888500010000,****************,Débito,100.0,0.0,11/12/2025,0,0,0,327046,731556915703,75445505345006996628487,,,,45817709,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,08:58:53
07539310,TOTAL GAS,MXP,1,535529170001409911500400030000,****************,Débito,300.0,0.0,13/12/2025,0,0,0,700938,731562461670,74590385347014042529189,,,,53552917,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.48,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,14:08:17
09231577,GASOL VILLA,MXP,1,232139020003914139682100131812,****************,Débito,1318.12,0.0,12/12/2025,0,0,0,127350,821450926358,74518995346009492315770,,,,23213902,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-6.54,-40.86,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,18:57:28
07404295,TOTALGAS,MXP,1,515857690005460517806000010000,****************,Débito,100.0,0.0,14/12/2025,0,0,0,002122,821453200741,75445505348001474042951,,,,51585769,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,22:20:21
07404308,TOTALGAS I,MXP,1,911043500000461057472000025395,****************,Débito,253.95,0.0,05/12/2025,0,0,0,939317,731543135499,75445505339000874043081,,,,91104350,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.45,-2.79,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,03:25:15
08660455,DIAZ GAS SA CV,MXP,1,375835790009017869986000020000,****************,Débito,200.0,0.0,31/12/2025,0,0,0,026777,731599387915,74518995365000186604559,,,,37583579,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.26,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:52:59
07981261,TOTAL GAS,MXP,1,529686850006449400084300050000,****************,Débito,500.0,0.0,12/12/2025,0,0,0,000280,731560599104,74518995346000479812616,,,,52968685,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.8,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:10:34
09231577,GASOL VILLA,MXP,1,232139020005351688876000025000,****************,Débito,250.0,0.0,14/12/2025,0,0,0,000125,731563907476,74518995348001692315773,,,,23213902,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.32,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,08:05:51
09662848,FORMULA GAS,MXP,1,458177090000914730009500012000,****************,Débito,120.0,0.0,12/12/2025,0,0,0,054408,731560095457,75445505346010996628488,,,,45817709,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.21,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,14:21:08
09662848,FORMULA GAS,MXP,1,458177100004967706830300042453,****************,Débito,424.53,0.0,23/12/2025,0,0,0,000096,731586326843,74518995357019896628484,,,,45817710,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.75,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,21:57:00
09662848,FORMULA GAS,MXP,1,458177080004331292227600400000,****************,Débito,4000.0,0.0,20/12/2025,0,0,0,373457,731578938958,74518995354014896628488,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-7.04,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,16:41:09
09662848,FORMULA GAS,MXP,1,458177080003919630813800040000,****************,Débito,400.0,0.0,29/12/2025,0,0,0,000160,731596604302,74518995363013296628485,,,,45817708,01/01/0001,30/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.7,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:08:30
07404315,TOTALGAS,MXP,1,534085660005187787374700020000,****************,Débito,200.0,0.0,08/12/2025,0,0,0,020816,731549980577,75445505342000374043156,,,,53408566,01/01/0001,09/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,04:52:08
09662848,FORMULA GAS,MXP,1,458177090002040312748500012400,****************,Débito,124.0,0.0,13/12/2025,0,0,0,542409,731563395789,74518995347022396628486,,,,45817709,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.22,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,19:54:12
09662848,FORMULA GAS,MXP,1,458177080006293934209600090578,****************,Débito,905.78,0.0,31/12/2025,0,0,0,022001,731600975543,75445505365016896628482,,,,45817708,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-1.59,-9.96,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,22:39:47
07539310,TOTAL GAS,MXP,1,535529170009049337568200015000,****************,Débito,150.0,0.0,02/12/2025,0,0,0,000229,731538123049,74518995336002175393109,,,,53552917,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.24,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:04:12
07404318,TOTALGAS I,MXP,1,533977910002472884261500050000,****************,Crédito,500.0,0.0,02/12/2025,0,0,0,872532,731537833879,75445505336000774043184,,,,53397791,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:03:55
09231577,GASOL VILLA,MXP,1,232139020008740072601000320000,****************,Débito,3200.0,0.0,02/12/2025,0,0,0,005125,731536944820,74518995336002192315770,,,,23213902,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-15.87,-99.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,12:36:33
09662848,FORMULA GAS,MXP,1,458177100005234170201600012000,****************,Crédito,120.0,0.0,09/12/2025,0,0,0,025163,731553970340,74518995343018996628482,,,,45817710,01/01/0001,10/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.23,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,19:45:36
09662848,FORMULA GAS,MXP,1,458177080003395288389500057096,****************,Crédito,570.96,0.0,10/12/2025,0,0,0,916403,731556549956,75445505344020996628489,,,,45817708,01/01/0001,11/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.1,-6.85,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,22:54:54
09662848,FORMULA GAS,MXP,1,458177080004920145132500033000,****************,Débito,330.0,0.0,21/12/2025,0,0,0,504022,731579899689,74518995355001296628480,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.58,-3.63,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,06:00:05
09662848,FORMULA GAS,MXP,1,458177090008227040715400047580,****************,Débito,475.8,0.0,07/12/2025,0,0,0,023119,731549208009,75445505341015196628480,,,,45817709,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:02:30
